datetime,Price,Volume,Settlement Period,hour,quarter,year,dayofyear,dayofmonth,weekofyear,SAP,EU_ETS,Gas,INDO
1/1/2017 0:00,44.9,505,1,0,1,2017,1,1,52,16.95,1.033831629,21.29483163,27239
1/1/2017 0:30,47.13,559.15,2,0,1,2017,1,1,52,16.95,1.033831629,21.29483163,27814
1/1/2017 1:00,45.62,649.35,3,1,1,2017,1,1,52,16.95,1.033831629,21.29483163,27453
1/1/2017 1:30,44.05,712.65,4,1,1,2017,1,1,52,16.95,1.033831629,21.29483163,26312
1/1/2017 2:00,44.83,599.15,5,2,1,2017,1,1,52,16.95,1.033831629,21.29483163,25289
1/1/2017 2:30,45.51,499.3,6,2,1,2017,1,1,52,16.95,1.033831629,21.29483163,24616
1/1/2017 3:00,44.85,474.5,7,3,1,2017,1,1,52,16.95,1.033831629,21.29483163,23654
1/1/2017 3:30,42.8,487,8,3,1,2017,1,1,52,16.95,1.033831629,21.29483163,22806
1/1/2017 4:00,42.33,348.85,9,4,1,2017,1,1,52,16.95,1.033831629,21.29483163,22234
1/1/2017 4:30,40.87,262.3,10,4,1,2017,1,1,52,16.95,1.033831629,21.29483163,21928
1/1/2017 5:00,41.53,341.5,11,5,1,2017,1,1,52,16.95,1.033831629,21.29483163,21726
1/1/2017 5:30,41.89,350.75,12,5,1,2017,1,1,52,16.95,1.033831629,21.29483163,21597
1/1/2017 6:00,42.64,447.2,13,6,1,2017,1,1,52,16.95,1.033831629,21.29483163,21887
1/1/2017 6:30,42.61,501,14,6,1,2017,1,1,52,16.95,1.033831629,21.29483163,22082
1/1/2017 7:00,40.78,1157.5,15,7,1,2017,1,1,52,16.95,1.033831629,21.29483163,22376
1/1/2017 7:30,39.43,1006.5,16,7,1,2017,1,1,52,16.95,1.033831629,21.29483163,22615
1/1/2017 8:00,38.29,1073,17,8,1,2017,1,1,52,16.95,1.033831629,21.29483163,23452
1/1/2017 8:30,38.99,1069,18,8,1,2017,1,1,52,16.95,1.033831629,21.29483163,24422
1/1/2017 9:00,42.46,835,19,9,1,2017,1,1,52,16.95,1.033831629,21.29483163,25909
1/1/2017 9:30,42.53,753.75,20,9,1,2017,1,1,52,16.95,1.033831629,21.29483163,27198
1/1/2017 10:00,41.86,653.45,21,10,1,2017,1,1,52,16.95,1.033831629,21.29483163,28831
1/1/2017 10:30,41.74,801.9,22,10,1,2017,1,1,52,16.95,1.033831629,21.29483163,30062
1/1/2017 11:00,40.77,448.45,23,11,1,2017,1,1,52,16.95,1.033831629,21.29483163,31235
1/1/2017 11:30,40.33,529.35,24,11,1,2017,1,1,52,16.95,1.033831629,21.29483163,32075
1/1/2017 12:00,42.65,479.85,25,12,1,2017,1,1,52,16.95,1.033831629,21.29483163,32956
1/1/2017 12:30,42.71,474.35,26,12,1,2017,1,1,52,16.95,1.033831629,21.29483163,33338
1/1/2017 13:00,44.06,505.7,27,13,1,2017,1,1,52,16.95,1.033831629,21.29483163,33346
1/1/2017 13:30,45,529,28,13,1,2017,1,1,52,16.95,1.033831629,21.29483163,33264
1/1/2017 14:00,43.24,489.55,29,14,1,2017,1,1,52,16.95,1.033831629,21.29483163,33429
1/1/2017 14:30,41.49,510.9,30,14,1,2017,1,1,52,16.95,1.033831629,21.29483163,33523
1/1/2017 15:00,43.82,775.75,31,15,1,2017,1,1,52,16.95,1.033831629,21.29483163,33956
1/1/2017 15:30,42.5,624.25,32,15,1,2017,1,1,52,16.95,1.033831629,21.29483163,34737
1/1/2017 16:00,43.73,488.3,33,16,1,2017,1,1,52,16.95,1.033831629,21.29483163,36251
1/1/2017 16:30,53.34,362.3,34,16,1,2017,1,1,52,16.95,1.033831629,21.29483163,37640
1/1/2017 17:00,67.98,434.65,35,17,1,2017,1,1,52,16.95,1.033831629,21.29483163,38019
1/1/2017 17:30,59.17,414.4,36,17,1,2017,1,1,52,16.95,1.033831629,21.29483163,37857
1/1/2017 18:00,50.79,547.2,37,18,1,2017,1,1,52,16.95,1.033831629,21.29483163,37300
1/1/2017 18:30,44.67,834.75,38,18,1,2017,1,1,52,16.95,1.033831629,21.29483163,36441
1/1/2017 19:00,48.52,863.85,39,19,1,2017,1,1,52,16.95,1.033831629,21.29483163,35529
1/1/2017 19:30,47.52,974.75,40,19,1,2017,1,1,52,16.95,1.033831629,21.29483163,34485
1/1/2017 20:00,47.08,1015.25,41,20,1,2017,1,1,52,16.95,1.033831629,21.29483163,34026
1/1/2017 20:30,48.15,879.85,42,20,1,2017,1,1,52,16.95,1.033831629,21.29483163,33022
1/1/2017 21:00,46.03,884.5,43,21,1,2017,1,1,52,16.95,1.033831629,21.29483163,31800
1/1/2017 21:30,43.87,1194.45,44,21,1,2017,1,1,52,16.95,1.033831629,21.29483163,30619
1/1/2017 22:00,45.51,989.95,45,22,1,2017,1,1,52,16.95,1.033831629,21.29483163,29452
1/1/2017 22:30,44.95,969.35,46,22,1,2017,1,1,52,16.95,1.033831629,21.29483163,28519
1/1/2017 23:00,42.91,506.95,47,23,1,2017,1,1,52,16.95,1.033831629,21.29483163,26793
1/1/2017 23:30,41.05,771.25,48,23,1,2017,1,1,52,16.95,1.033831629,21.29483163,25936
1/2/2017 0:00,42.59,529.7,1,0,1,2017,2,2,1,17.69,0.961910471,21.95991047,25848
1/2/2017 0:30,44.45,414.8,2,0,1,2017,2,2,1,17.69,0.961910471,21.95991047,26137
1/2/2017 1:00,43.28,546,3,1,1,2017,2,2,1,17.69,0.961910471,21.95991047,26006
1/2/2017 1:30,42.84,341.3,4,1,1,2017,2,2,1,17.69,0.961910471,21.95991047,25166
1/2/2017 2:00,42.91,402.3,5,2,1,2017,2,2,1,17.69,0.961910471,21.95991047,24726
1/2/2017 2:30,43.14,463.7,6,2,1,2017,2,2,1,17.69,0.961910471,21.95991047,24556
1/2/2017 3:00,43.37,307.65,7,3,1,2017,2,2,1,17.69,0.961910471,21.95991047,24025
1/2/2017 3:30,41.19,436.1,8,3,1,2017,2,2,1,17.69,0.961910471,21.95991047,23527
1/2/2017 4:00,41.92,458.55,9,4,1,2017,2,2,1,17.69,0.961910471,21.95991047,23242
1/2/2017 4:30,41.3,445.85,10,4,1,2017,2,2,1,17.69,0.961910471,21.95991047,23241
1/2/2017 5:00,43.84,547.5,11,5,1,2017,2,2,1,17.69,0.961910471,21.95991047,23478
1/2/2017 5:30,44.29,448.15,12,5,1,2017,2,2,1,17.69,0.961910471,21.95991047,23939
1/2/2017 6:00,45.11,509.9,13,6,1,2017,2,2,1,17.69,0.961910471,21.95991047,25232
1/2/2017 6:30,41,972.25,14,6,1,2017,2,2,1,17.69,0.961910471,21.95991047,26181
1/2/2017 7:00,42.97,545,15,7,1,2017,2,2,1,17.69,0.961910471,21.95991047,27055
1/2/2017 7:30,43.27,894,16,7,1,2017,2,2,1,17.69,0.961910471,21.95991047,27648
1/2/2017 8:00,42.08,445,17,8,1,2017,2,2,1,17.69,0.961910471,21.95991047,28925
1/2/2017 8:30,41.51,554.2,18,8,1,2017,2,2,1,17.69,0.961910471,21.95991047,30324
1/2/2017 9:00,45.5,526.7,19,9,1,2017,2,2,1,17.69,0.961910471,21.95991047,31662
1/2/2017 9:30,45.52,558.55,20,9,1,2017,2,2,1,17.69,0.961910471,21.95991047,32438
1/2/2017 10:00,44.22,572.3,21,10,1,2017,2,2,1,17.69,0.961910471,21.95991047,32981
1/2/2017 10:30,45.11,569.5,22,10,1,2017,2,2,1,17.69,0.961910471,21.95991047,33081
1/2/2017 11:00,46.03,550.8,23,11,1,2017,2,2,1,17.69,0.961910471,21.95991047,33096
1/2/2017 11:30,46.7,645.95,24,11,1,2017,2,2,1,17.69,0.961910471,21.95991047,33038
1/2/2017 12:00,47.52,563.5,25,12,1,2017,2,2,1,17.69,0.961910471,21.95991047,33212
1/2/2017 12:30,46.73,603,26,12,1,2017,2,2,1,17.69,0.961910471,21.95991047,33240
1/2/2017 13:00,45.98,640.85,27,13,1,2017,2,2,1,17.69,0.961910471,21.95991047,33447
1/2/2017 13:30,45.6,637.9,28,13,1,2017,2,2,1,17.69,0.961910471,21.95991047,33662
1/2/2017 14:00,46.04,645.5,29,14,1,2017,2,2,1,17.69,0.961910471,21.95991047,34167
1/2/2017 14:30,45.23,705.1,30,14,1,2017,2,2,1,17.69,0.961910471,21.95991047,34916
1/2/2017 15:00,45.76,496.85,31,15,1,2017,2,2,1,17.69,0.961910471,21.95991047,36007
1/2/2017 15:30,44.88,592.7,32,15,1,2017,2,2,1,17.69,0.961910471,21.95991047,37499
1/2/2017 16:00,43.64,780.8,33,16,1,2017,2,2,1,17.69,0.961910471,21.95991047,39712
1/2/2017 16:30,74.2,627.9,34,16,1,2017,2,2,1,17.69,0.961910471,21.95991047,42838
1/2/2017 17:00,75.62,427.15,35,17,1,2017,2,2,1,17.69,0.961910471,21.95991047,44386
1/2/2017 17:30,73,524.75,36,17,1,2017,2,2,1,17.69,0.961910471,21.95991047,44593
1/2/2017 18:00,68.44,565.65,37,18,1,2017,2,2,1,17.69,0.961910471,21.95991047,44047
1/2/2017 18:30,65.55,668.6,38,18,1,2017,2,2,1,17.69,0.961910471,21.95991047,43181
1/2/2017 19:00,72.51,831.7,39,19,1,2017,2,2,1,17.69,0.961910471,21.95991047,42367
1/2/2017 19:30,56.32,343.25,40,19,1,2017,2,2,1,17.69,0.961910471,21.95991047,41148
1/2/2017 20:00,51.28,431.9,41,20,1,2017,2,2,1,17.69,0.961910471,21.95991047,39919
1/2/2017 20:30,50.78,446.75,42,20,1,2017,2,2,1,17.69,0.961910471,21.95991047,38574
1/2/2017 21:00,48.72,718.95,43,21,1,2017,2,2,1,17.69,0.961910471,21.95991047,36857
1/2/2017 21:30,45.37,635.15,44,21,1,2017,2,2,1,17.69,0.961910471,21.95991047,34879
1/2/2017 22:00,46.71,625.45,45,22,1,2017,2,2,1,17.69,0.961910471,21.95991047,33107
1/2/2017 22:30,44.67,785.75,46,22,1,2017,2,2,1,17.69,0.961910471,21.95991047,31286
1/2/2017 23:00,44.58,594.3,47,23,1,2017,2,2,1,17.69,0.961910471,21.95991047,29180
1/2/2017 23:30,43.74,563.05,48,23,1,2017,2,2,1,17.69,0.961910471,21.95991047,27887
1/3/2017 0:00,43.33,482.4,1,0,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,27660
1/3/2017 0:30,44.44,624.75,2,0,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,27885
1/3/2017 1:00,43.53,570.95,3,1,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,27391
1/3/2017 1:30,42.05,496.95,4,1,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,26545
1/3/2017 2:00,40.77,522.2,5,2,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,25995
1/3/2017 2:30,40.83,466.05,6,2,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,25768
1/3/2017 3:00,39.5,569.45,7,3,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,25328
1/3/2017 3:30,39.21,542.55,8,3,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,24873
1/3/2017 4:00,38.88,618.25,9,4,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,24632
1/3/2017 4:30,38.66,557.5,10,4,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,24656
1/3/2017 5:00,40.08,675.75,11,5,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,25258
1/3/2017 5:30,40.58,567.5,12,5,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,26407
1/3/2017 6:00,45.42,749.5,13,6,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,29397
1/3/2017 6:30,45.59,831.95,14,6,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,32128
1/3/2017 7:00,46.9,1208.5,15,7,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,35323
1/3/2017 7:30,47.57,1089.05,16,7,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,37286
1/3/2017 8:00,47.95,895.25,17,8,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,38790
1/3/2017 8:30,46.84,706,18,8,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,39834
1/3/2017 9:00,49.16,727.05,19,9,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40699
1/3/2017 9:30,52.39,810,20,9,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40792
1/3/2017 10:00,54.48,1018.85,21,10,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40835
1/3/2017 10:30,53.83,1079.85,22,10,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40714
1/3/2017 11:00,50.47,1202.25,23,11,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40679
1/3/2017 11:30,49.57,1327.15,24,11,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40788
1/3/2017 12:00,49.17,1313.45,25,12,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,41024
1/3/2017 12:30,47.85,1525.75,26,12,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40860
1/3/2017 13:00,46.76,1703.7,27,13,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,40936
1/3/2017 13:30,46.41,1775.8,28,13,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,41006
1/3/2017 14:00,46.02,1898.8,29,14,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,41239
1/3/2017 14:30,46.21,1841.3,30,14,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,41466
1/3/2017 15:00,55.67,1043.6,31,15,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,42016
1/3/2017 15:30,55.43,1074.5,32,15,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,42878
1/3/2017 16:00,52.37,1471.3,33,16,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,44196
1/3/2017 16:30,62.07,1257.05,34,16,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,46192
1/3/2017 17:00,66.77,1303.75,35,17,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,46666
1/3/2017 17:30,65.57,1369.95,36,17,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,46336
1/3/2017 18:00,63.84,1617.1,37,18,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,45886
1/3/2017 18:30,61.88,1435.15,38,18,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,45313
1/3/2017 19:00,50.52,1616.7,39,19,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,44711
1/3/2017 19:30,47.68,1497.95,40,19,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,43381
1/3/2017 20:00,47.8,1435.1,41,20,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,41923
1/3/2017 20:30,47.25,1431.15,42,20,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,39961
1/3/2017 21:00,46.91,1540.05,43,21,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,37945
1/3/2017 21:30,45.34,1782.05,44,21,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,35513
1/3/2017 22:00,44.86,1297.4,45,22,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,33333
1/3/2017 22:30,43.12,1301.65,46,22,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,31205
1/3/2017 23:00,39.3,430.55,47,23,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,29002
1/3/2017 23:30,38.01,387.95,48,23,1,2017,3,3,1,16.62,0.8505503729999999,20.78555037,27654
1/4/2017 0:00,38.19,599.85,1,0,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,27400
1/4/2017 0:30,38.87,441.9,2,0,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,27809
1/4/2017 1:00,37.52,352.55,3,1,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,27477
1/4/2017 1:30,36.51,340.25,4,1,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,26867
1/4/2017 2:00,36.91,245.5,5,2,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,26316
1/4/2017 2:30,35.95,352.35,6,2,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,26472
1/4/2017 3:00,31.71,367,7,3,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,26113
1/4/2017 3:30,28.53,387.65,8,3,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,25689
1/4/2017 4:00,25.8,486,9,4,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,25486
1/4/2017 4:30,27.35,464.5,10,4,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,25530
1/4/2017 5:00,24.33,227,11,5,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,26366
1/4/2017 5:30,30.15,412.95,12,5,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,27426
1/4/2017 6:00,36.16,284.45,13,6,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,30501
1/4/2017 6:30,35.54,761.7,14,6,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,33480
1/4/2017 7:00,43.31,962.15,15,7,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,37245
1/4/2017 7:30,45.32,904.15,16,7,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,39331
1/4/2017 8:00,46.64,883.6,17,8,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,40674
1/4/2017 8:30,45.16,714.85,18,8,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41206
1/4/2017 9:00,43.8,727,19,9,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41999
1/4/2017 9:30,42.49,702.55,20,9,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42366
1/4/2017 10:00,42.74,733.95,21,10,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42153
1/4/2017 10:30,43.53,649.4,22,10,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41995
1/4/2017 11:00,43.49,710.45,23,11,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42144
1/4/2017 11:30,45.02,792.45,24,11,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42005
1/4/2017 12:00,45.58,618.8,25,12,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41990
1/4/2017 12:30,46.23,648.25,26,12,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41982
1/4/2017 13:00,48.12,649,27,13,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41820
1/4/2017 13:30,45.66,614.55,28,13,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,41809
1/4/2017 14:00,46.35,667.5,29,14,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42042
1/4/2017 14:30,45,790.35,30,14,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42239
1/4/2017 15:00,46.89,1634.05,31,15,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42715
1/4/2017 15:30,48.23,1508.6,32,15,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,44069
1/4/2017 16:00,48.14,1478.4,33,16,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,45573
1/4/2017 16:30,54.54,1127.4,34,16,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,47432
1/4/2017 17:00,59.67,1190.75,35,17,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,48087
1/4/2017 17:30,59.1,1188.8,36,17,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,47844
1/4/2017 18:00,58.12,1238.05,37,18,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,47822
1/4/2017 18:30,56.83,1381.55,38,18,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,47497
1/4/2017 19:00,54.35,1334.4,39,19,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,47109
1/4/2017 19:30,48.69,1209.9,40,19,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,45986
1/4/2017 20:00,49.6,1040.4,41,20,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,44601
1/4/2017 20:30,47,1208.8,42,20,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,42816
1/4/2017 21:00,47.7,1158.1,43,21,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,40857
1/4/2017 21:30,47.24,1193.5,44,21,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,38540
1/4/2017 22:00,45.91,1381.25,45,22,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,36302
1/4/2017 22:30,44.78,1659.5,46,22,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,34098
1/4/2017 23:00,42.9,425.55,47,23,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,31762
1/4/2017 23:30,42.16,262,48,23,1,2017,4,4,1,17.12,0.8976458,21.327645800000006,30507
1/5/2017 0:00,41.62,346,1,0,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,30126
1/5/2017 0:30,42.86,191.25,2,0,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,30566
1/5/2017 1:00,42.28,214.8,3,1,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,30395
1/5/2017 1:30,40.12,126.9,4,1,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,29757
1/5/2017 2:00,38.4,260.1,5,2,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,29346
1/5/2017 2:30,39.13,273.6,6,2,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,29369
1/5/2017 3:00,40.11,113.5,7,3,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,29004
1/5/2017 3:30,38.55,198.45,8,3,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,28568
1/5/2017 4:00,40.33,127.5,9,4,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,28405
1/5/2017 4:30,40.16,166.5,10,4,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,28597
1/5/2017 5:00,42.94,259.5,11,5,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,29344
1/5/2017 5:30,41.26,152,12,5,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,30712
1/5/2017 6:00,45.84,404.1,13,6,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,34016
1/5/2017 6:30,45.46,814.35,14,6,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,37324
1/5/2017 7:00,45.52,490.55,15,7,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,41204
1/5/2017 7:30,72.36,331.5,16,7,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,43274
1/5/2017 8:00,73.65,335,17,8,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,44193
1/5/2017 8:30,73.78,424.5,18,8,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,44188
1/5/2017 9:00,79.36,481,19,9,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,44840
1/5/2017 9:30,80.49,442,20,9,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,44698
1/5/2017 10:00,76.69,605.8,21,10,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,44209
1/5/2017 10:30,69.78,541,22,10,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,43864
1/5/2017 11:00,52.66,730.15,23,11,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,43406
1/5/2017 11:30,53.1,808.5,24,11,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,42957
1/5/2017 12:00,52.03,867.35,25,12,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,42885
1/5/2017 12:30,51.23,796.75,26,12,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,42726
1/5/2017 13:00,48.49,648.75,27,13,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,42751
1/5/2017 13:30,47.86,733.45,28,13,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,42828
1/5/2017 14:00,50.24,791.75,29,14,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,43090
1/5/2017 14:30,50.16,658.4,30,14,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,43374
1/5/2017 15:00,55.73,802.3,31,15,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,44015
1/5/2017 15:30,59.75,666.65,32,15,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,45282
1/5/2017 16:00,50.12,972.2,33,16,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,47040
1/5/2017 16:30,69.01,744,34,16,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,48991
1/5/2017 17:00,78.75,800.4,35,17,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,49239
1/5/2017 17:30,75.82,853.7,36,17,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,48818
1/5/2017 18:00,61.2,964.25,37,18,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,48596
1/5/2017 18:30,58.73,1105.9,38,18,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,48549
1/5/2017 19:00,54.56,967.15,39,19,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,47994
1/5/2017 19:30,52.05,954.55,40,19,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,46664
1/5/2017 20:00,50.37,571.3,41,20,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,45267
1/5/2017 20:30,49,703.4,42,20,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,43313
1/5/2017 21:00,46.35,599.55,43,21,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,41305
1/5/2017 21:30,44.51,728.3,44,21,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,38838
1/5/2017 22:00,44.28,621.6,45,22,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,36466
1/5/2017 22:30,42.74,1132.8,46,22,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,34114
1/5/2017 23:00,44.54,260.65,47,23,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,31848
1/5/2017 23:30,50.78,237.5,48,23,1,2017,5,5,1,16.89,0.8326907990000001,21.0316908,30576
1/6/2017 0:00,49.99,387.95,1,0,1,2017,6,6,1,17.23,0.797003432,21.33600343,30167
1/6/2017 0:30,48.33,295.5,2,0,1,2017,6,6,1,17.23,0.797003432,21.33600343,30472
1/6/2017 1:00,49.78,361.8,3,1,1,2017,6,6,1,17.23,0.797003432,21.33600343,30116
1/6/2017 1:30,47.72,383.35,4,1,1,2017,6,6,1,17.23,0.797003432,21.33600343,29356
1/6/2017 2:00,46.79,348.6,5,2,1,2017,6,6,1,17.23,0.797003432,21.33600343,28860
1/6/2017 2:30,48.47,364.45,6,2,1,2017,6,6,1,17.23,0.797003432,21.33600343,28724
1/6/2017 3:00,44.99,556.9,7,3,1,2017,6,6,1,17.23,0.797003432,21.33600343,28242
1/6/2017 3:30,43.98,503.65,8,3,1,2017,6,6,1,17.23,0.797003432,21.33600343,27745
1/6/2017 4:00,44.07,510.25,9,4,1,2017,6,6,1,17.23,0.797003432,21.33600343,27491
1/6/2017 4:30,43.68,535.7,10,4,1,2017,6,6,1,17.23,0.797003432,21.33600343,27510
1/6/2017 5:00,44.34,372,11,5,1,2017,6,6,1,17.23,0.797003432,21.33600343,28064
1/6/2017 5:30,43.62,266.8,12,5,1,2017,6,6,1,17.23,0.797003432,21.33600343,29229
1/6/2017 6:00,46.89,458.95,13,6,1,2017,6,6,1,17.23,0.797003432,21.33600343,32405
1/6/2017 6:30,43.38,906.55,14,6,1,2017,6,6,1,17.23,0.797003432,21.33600343,35568
1/6/2017 7:00,44.22,844.5,15,7,1,2017,6,6,1,17.23,0.797003432,21.33600343,39426
